"Subject" "Activity" "Time Domain, Body Acceleration mean, x-direction" "Time Domain, Body Acceleration, mean, y-direction" "Time Domain, Body Acceleration, mean, z-direction" "Time Domain, Gravity Acceleration, mean, x-direction" "Time Domain, Gravity Acceleration, mean, y-direction" "Time Domain, Gravity Acceleration, mean, z-direction" "Time Domain, Body Acceleration Jerk, mean, x-direction" "Time Domain, Body Acceleration Jerk, mean, y-direction" "Time Domain, Body Acceleration Jerk, mean, z-direction" "Time Domain, Body Gyroscope, mean, x-direction" "Time Domain, Body Gyroscope, mean, y-direction" "Time Domain, Body Gyroscope, mean, z-direction" "Time Domain, Body Gyroscope, Jerk mean, x-direction" "Time Domain, Body Gyroscope, Jerk mean, y-direction" "Time Domain, Body Gyroscope, Jerk mean, z-direction" "Time Domain, Body Acceleration, mean, magnitude" "Time Domain, Gravity Acceleration, mean, magnitude" "Time Domain, Body Acceleration Jerk, mean, magnitude" "Time Domain, Body Gyroscope, mean, magnitude" "Time Domain, Body Gyroscope, Jerk mean, magnitude" "Frequency Domain, Body Acceleration, mean, x-direction" "Frequency Domain, Body Acceleration, mean, y-direction" "Frequency Domain, Body Acceleration, mean, z-direction" "Frequency Domain, Body Acceleration, mean frequency, x-direction" "Frequency Domain, Body Acceleration, mean frequency, y-direction" "Frequency Domain, Body Acceleration, mean frequency, z-direction" "Frequency Domain, Body Acceleration, Jerk mean, x-direction" "Frequency Domain, Body Acceleration, Jerk mean, y-direction" "Frequency Domain, Body Acceleration, Jerk mean, z-direction" "Frequency Domain, Body Acceleration, Jerk mean frequency, x-direction" "Frequency Domain, Body Acceleration, Jerk mean frequency, y-direction" "Frequency Domain, Body Acceleration, Jerk mean frequency, z-direction" "Frequency Domain, Body Gyroscope, mean, x-direction" "Frequency Domain, Body Gyroscope, mean, y-direction" "Frequency Domain, Body Gyroscope, mean, z-direction" "Frequency Domain, Body Gyroscope, mean frequency, x-direction" "Frequency Domain, Body Gyroscope, mean frequency, y-direction" "Frequency Domain, Body Gyroscope, mean frequency, z-direction" "Frequency Domain, Body Acceleration, mean, magnitude" "Frequency Domain, Body Acceleration, mean frequency, magnitude" "Frequency Domain, Body Acceleration Jerk, mean, magnitude" "Frequency Domain, Body Acceleration Jerk, mean frequency, magnitude" "Frequency Domain, Body Gyroscope, mean, magnitude" "Frequency Domain, Body Gyroscope, mean frequency, magnitude" "Frequency Domain, Body Gyroscope Jerk, mean, magnitude" "Frequency Domain, Body Gyroscope Jerk, mean frequency, magnitude" "Time Domain, Body Acceleration, std. dev., x-direction" "Time Domain, Body Acceleration, std. dev., y-direction" "Time Domain, Body Acceleration, std. dev., z-direction" "Time Domain, Gravity Acceleration, std. dev., x-direction" "Time Domain, Gravity Acceleration, std. dev., y-direction" "Time Domain, Gravity Acceleration, std. dev., z-direction" "Time Domain, Body Acceleration Jerk, std. dev., x-direction" "Time Domain, Body Acceleration Jerk, std. dev., y-direction" "Time Domain, Body Acceleration Jerk, std. dev., z-direction" "Time Domain, Body Gyroscope, std. dev., x-direction" "Time Domain, Body Gyroscope, std. dev., y-direction" "Time Domain, Body Gyroscope, std. dev., z-direction" "Time Domain, Body Gyroscope Jerk, std. dev., x-direction" "Time Domain, Body Gyroscope Jerk, std. dev., y-direction" "Time Domain, Body Gyroscope Jerk, std. dev., z-direction" "Time Domain, Body Acceleration, std. dev., magnitude" "Time Domain, Gravity Acceleration, std. dev., magnitude" "Time Domain, Body Acceleration Jerk, std. dev., magnitude" "Time Domain, Body Gyroscope, std. dev., magnitude" "Time Domain, Body Gyroscope Jerk, std. dev., magnitude" "Frequency Domain, Body Acceleration, std. dev., x-direction" "Frequency Domain, Body Acceleration, std. dev., y-direction" "Frequency Domain, Body Acceleration, std. dev., z-direction" "Frequency Domain, Body Acceleration Jerk, std. dev., x-direction" "Frequency Domain, Body Acceleration Jerk, std. dev., y-direction" "Frequency Domain, Body Acceleration Jerk, std. dev., z-direction" "Frequency Domain, Body Gyroscope, std. dev., x-direction" "Frequency Domain, Body Gyroscope, std. dev., y-direction" "Frequency Domain, Body Gyroscope, std. dev., z-direction" "Frequency Domain, Body Acceleration, std. dev., magnitude" "Frequency Domain, Body Acceleration Jerk, std. dev., magnitude" "Frequency Domain, Body Gyroscope, std. dev., magnitude" "Frequency Domain, Body Gyroscope Jerk, std. dev., magnitude"
1 "LAYING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.158792670508 0.097534841586 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 0.132419092398 0.024513618956 0.02438794528 -0.850249174586 -0.9521914948 -0.909302721 -0.003546795856 -0.091529130882 0.01045812566 -0.8617676481 0.08640856294 -0.9333003608 0.26639115416 -0.8621901854 -0.1397750127 -0.9423669466 0.17648590708 -0.9280564692 -0.83682740562 -0.826061401628 -0.8968300184 -0.90772000676 -0.85236629022 -0.958482112 -0.9241492736 -0.9548551108 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208 -0.9679072436 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.81901016976 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508 -0.9512320494 -0.9165825082 -0.7983009404 -0.9218039756 -0.82431943968 -0.9326606676
1 "SITTING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.158792670508 0.097534841586 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 0.132419092398 0.024513618956 0.02438794528 -0.850249174586 -0.9521914948 -0.909302721 -0.003546795856 -0.091529130882 0.01045812566 -0.8617676481 0.08640856294 -0.9333003608 0.26639115416 -0.8621901854 -0.1397750127 -0.9423669466 0.17648590708 -0.9280564692 -0.83682740562 -0.826061401628 -0.8968300184 -0.90772000676 -0.85236629022 -0.958482112 -0.9241492736 -0.9548551108 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208 -0.9679072436 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.81901016976 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508 -0.9512320494 -0.9165825082 -0.7983009404 -0.9218039756 -0.82431943968 -0.9326606676
1 "STANDING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.158792670508 0.097534841586 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 0.132419092398 0.024513618956 0.02438794528 -0.850249174586 -0.9521914948 -0.909302721 -0.003546795856 -0.091529130882 0.01045812566 -0.8617676481 0.08640856294 -0.9333003608 0.26639115416 -0.8621901854 -0.1397750127 -0.9423669466 0.17648590708 -0.9280564692 -0.83682740562 -0.826061401628 -0.8968300184 -0.90772000676 -0.85236629022 -0.958482112 -0.9241492736 -0.9548551108 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208 -0.9679072436 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.81901016976 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508 -0.9512320494 -0.9165825082 -0.7983009404 -0.9218039756 -0.82431943968 -0.9326606676
1 "WALKING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.158792670508 0.097534841586 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 0.132419092398 0.024513618956 0.02438794528 -0.850249174586 -0.9521914948 -0.909302721 -0.003546795856 -0.091529130882 0.01045812566 -0.8617676481 0.08640856294 -0.9333003608 0.26639115416 -0.8621901854 -0.1397750127 -0.9423669466 0.17648590708 -0.9280564692 -0.83682740562 -0.826061401628 -0.8968300184 -0.90772000676 -0.85236629022 -0.958482112 -0.9241492736 -0.9548551108 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208 -0.9679072436 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.81901016976 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508 -0.9512320494 -0.9165825082 -0.7983009404 -0.9218039756 -0.82431943968 -0.9326606676
1 "WALKING_DOWNSTAIRS" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.158792670508 0.097534841586 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 0.132419092398 0.024513618956 0.02438794528 -0.850249174586 -0.9521914948 -0.909302721 -0.003546795856 -0.091529130882 0.01045812566 -0.8617676481 0.08640856294 -0.9333003608 0.26639115416 -0.8621901854 -0.1397750127 -0.9423669466 0.17648590708 -0.9280564692 -0.83682740562 -0.826061401628 -0.8968300184 -0.90772000676 -0.85236629022 -0.958482112 -0.9241492736 -0.9548551108 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208 -0.9679072436 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.81901016976 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508 -0.9512320494 -0.9165825082 -0.7983009404 -0.9218039756 -0.82431943968 -0.9326606676
1 "WALKING_UPSTAIRS" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.158792670508 0.097534841586 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 0.132419092398 0.024513618956 0.02438794528 -0.850249174586 -0.9521914948 -0.909302721 -0.003546795856 -0.091529130882 0.01045812566 -0.8617676481 0.08640856294 -0.9333003608 0.26639115416 -0.8621901854 -0.1397750127 -0.9423669466 0.17648590708 -0.9280564692 -0.83682740562 -0.826061401628 -0.8968300184 -0.90772000676 -0.85236629022 -0.958482112 -0.9241492736 -0.9548551108 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208 -0.9679072436 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.81901016976 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508 -0.9512320494 -0.9165825082 -0.7983009404 -0.9218039756 -0.82431943968 -0.9326606676
2 "LAYING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.509754238125 0.752536639375 0.646834879583333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.01847660675 -0.111800824583333 0.144882846104167 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.977435485208333 -0.977435485208333 -0.987741696041667 -0.950011569583333 -0.991767074166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.146482792591667 0.2572894655 0.402532553395833 -0.985813630833333 -0.982768250416667 -0.986197134583333 0.159808328563875 0.1212064240125 0.190558218145833 -0.9864311425 -0.983321635416667 -0.9626718875 0.10261131938125 0.04228066839375 0.0552985986479167 -0.975110196458333 0.2662982125 -0.985374114791667 0.3417585745 -0.972112972708333 0.01856447223125 -0.990248702291667 0.264801505395833 -0.974059464791667 -0.98027739875 -0.984233296875 -0.959014441458333 -0.988211865208333 -0.984230418125 -0.98587216875 -0.98317254125 -0.988442014375 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.972873912916667 -0.972873912916667 -0.98551807625 -0.961164053958333 -0.989718095208333 -0.973246482083333 -0.981025105625 -0.984792185 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.988860685833333 -0.981910616458333 -0.963174222291667 -0.975121387916667 -0.984568489166667 -0.96109837875 -0.989492660416667
2 "SITTING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.509754238125 0.752536639375 0.646834879583333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.01847660675 -0.111800824583333 0.144882846104167 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.977435485208333 -0.977435485208333 -0.987741696041667 -0.950011569583333 -0.991767074166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.146482792591667 0.2572894655 0.402532553395833 -0.985813630833333 -0.982768250416667 -0.986197134583333 0.159808328563875 0.1212064240125 0.190558218145833 -0.9864311425 -0.983321635416667 -0.9626718875 0.10261131938125 0.04228066839375 0.0552985986479167 -0.975110196458333 0.2662982125 -0.985374114791667 0.3417585745 -0.972112972708333 0.01856447223125 -0.990248702291667 0.264801505395833 -0.974059464791667 -0.98027739875 -0.984233296875 -0.959014441458333 -0.988211865208333 -0.984230418125 -0.98587216875 -0.98317254125 -0.988442014375 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.972873912916667 -0.972873912916667 -0.98551807625 -0.961164053958333 -0.989718095208333 -0.973246482083333 -0.981025105625 -0.984792185 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.988860685833333 -0.981910616458333 -0.963174222291667 -0.975121387916667 -0.984568489166667 -0.96109837875 -0.989492660416667
2 "STANDING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.509754238125 0.752536639375 0.646834879583333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.01847660675 -0.111800824583333 0.144882846104167 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.977435485208333 -0.977435485208333 -0.987741696041667 -0.950011569583333 -0.991767074166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.146482792591667 0.2572894655 0.402532553395833 -0.985813630833333 -0.982768250416667 -0.986197134583333 0.159808328563875 0.1212064240125 0.190558218145833 -0.9864311425 -0.983321635416667 -0.9626718875 0.10261131938125 0.04228066839375 0.0552985986479167 -0.975110196458333 0.2662982125 -0.985374114791667 0.3417585745 -0.972112972708333 0.01856447223125 -0.990248702291667 0.264801505395833 -0.974059464791667 -0.98027739875 -0.984233296875 -0.959014441458333 -0.988211865208333 -0.984230418125 -0.98587216875 -0.98317254125 -0.988442014375 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.972873912916667 -0.972873912916667 -0.98551807625 -0.961164053958333 -0.989718095208333 -0.973246482083333 -0.981025105625 -0.984792185 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.988860685833333 -0.981910616458333 -0.963174222291667 -0.975121387916667 -0.984568489166667 -0.96109837875 -0.989492660416667
2 "WALKING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.509754238125 0.752536639375 0.646834879583333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.01847660675 -0.111800824583333 0.144882846104167 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.977435485208333 -0.977435485208333 -0.987741696041667 -0.950011569583333 -0.991767074166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.146482792591667 0.2572894655 0.402532553395833 -0.985813630833333 -0.982768250416667 -0.986197134583333 0.159808328563875 0.1212064240125 0.190558218145833 -0.9864311425 -0.983321635416667 -0.9626718875 0.10261131938125 0.04228066839375 0.0552985986479167 -0.975110196458333 0.2662982125 -0.985374114791667 0.3417585745 -0.972112972708333 0.01856447223125 -0.990248702291667 0.264801505395833 -0.974059464791667 -0.98027739875 -0.984233296875 -0.959014441458333 -0.988211865208333 -0.984230418125 -0.98587216875 -0.98317254125 -0.988442014375 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.972873912916667 -0.972873912916667 -0.98551807625 -0.961164053958333 -0.989718095208333 -0.973246482083333 -0.981025105625 -0.984792185 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.988860685833333 -0.981910616458333 -0.963174222291667 -0.975121387916667 -0.984568489166667 -0.96109837875 -0.989492660416667
